unique_fact_id,technical_topic,concise_factual_claim,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,source_citation,last_reviewed_date,human_technical_review_required,approval_status
PGE-CGMP-0119,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,The reasons that the drug product's compliance with the tamper-evident packaging or labeling requirements of this section is unnecessary or cannot be achieved.,Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(2) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0120,Drug product inspection,Packaged and labeled products must be examined during finishing operations to provide assurance that containers and packages in the lot have the correct label.,Engineering implication: implementation evidence should address drug product inspection.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.134(a) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.134,21 CFR § 211.134(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0121,Labeling issuance,Labeling materials issued for a batch must be carefully examined for identity and conformity to the labeling specified in the master or batch production records.,Engineering implication: implementation evidence should address labeling issuance.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.125(b) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.125,21 CFR § 211.125(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0122,Labeling issuance,Procedures must be written describing in sufficient detail the control procedures employed for the issuance of labeling; such written procedures must be followed.,Engineering implication: implementation evidence should address labeling issuance.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.125(f) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.125,21 CFR § 211.125(f),2026-08-07,No,Approved for batch 1
PGE-CGMP-0123,Materials examination and usage criteria,Use of appropriate electronic or electromechanical equipment to conduct a 100-percent examination for correct labeling during or after completion of finishing operations; or,Engineering implication: implementation evidence should address materials examination and usage criteria.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.122(2) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.122,21 CFR § 211.122(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0124,Expiration dating,"If the drug product is to be reconstituted at the time of dispensing, its labeling must bear expiration information for both the reconstituted and unreconstituted drug products.",Engineering implication: implementation evidence should address expiration dating.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.137(c) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.137,21 CFR § 211.137(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0125,Packaging and labeling operations,"Examination of packaging and labeling materials for suitability and correctness before packaging operations, and documentation of such examination in the batch production record.",Engineering implication: implementation evidence should address packaging and labeling operations.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.130(d) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.130,21 CFR § 211.130(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0126,Distribution procedures,A procedure whereby the oldest approved stock of a drug product is distributed first. Deviation from this requirement is permitted if such deviation is temporary and appropriate.,Engineering implication: implementation evidence should address distribution procedures.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.150(a) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.150,21 CFR § 211.150(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0127,Warehousing procedures,"Storage of drug products under appropriate conditions of temperature, humidity, and light so that the identity, strength, quality, and purity of the drug products are not affected.",Engineering implication: implementation evidence should address warehousing procedures.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.142(b) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.142,21 CFR § 211.142(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0128,Materials examination and usage criteria,"Records must be maintained for each shipment received of each different labeling and packaging material indicating receipt, examination or testing, and whether accepted or rejected.",Engineering implication: implementation evidence should address materials examination and usage criteria.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.122(c) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.122,21 CFR § 211.122(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0129,Materials examination and usage criteria,"Use of any automated technique, including differentiation by labeling size and shape, that physically prevents incorrect labeling from being processed by labeling and packaging equipment.",Engineering implication: implementation evidence should address materials examination and usage criteria.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.122(4) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.122,21 CFR § 211.122(4),2026-08-07,No,Approved for batch 1
PGE-CGMP-0130,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,"A description of alternative steps that are available, or that the petitioner has already taken, to reduce the likelihood that the product or drug class will be the subject of malicious adulteration.",Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(3) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0131,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,Poison Prevention Packaging Act of 1970. This section does not affect any requirements for “special packaging” as defined under § 310.3(l) of this chapter and required under the Poison Prevention Packaging Act of 1970.,Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(f) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(f),2026-08-07,No,Approved for batch 1
PGE-CGMP-0132,Expiration dating,"To assure that a drug product meets applicable standards of identity, strength, quality, and purity at the time of use, it must bear an expiration date determined by appropriate stability testing described in § 211.166.",Engineering implication: implementation evidence should address expiration dating.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.137(a) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.137,21 CFR § 211.137(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0133,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,"In addition to the tamper-evident packaging feature described in paragraph (b)(1) of this section, any two-piece, hard gelatin capsule covered by this section must be sealed using an acceptable tamper-evident technology.",Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(2) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0134,Stability testing,"Reliable, meaningful, and specific test methods;",Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(3) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0135,Stability testing,Storage conditions for samples retained for testing;,Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(2) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0136,Stability testing,"For homeopathic drug products, the requirements of this section are as follows:",Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(c) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0137,Stability testing,Testing of the drug product in the same container-closure system as that in which the drug product is marketed;,Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(4) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(4),2026-08-07,No,Approved for batch 1
PGE-CGMP-0138,Reserve samples,"For a radioactive drug product, except for nonradioactive reagent kits, the reserve sample must be retained for:",Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(2) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0139,Stability testing,Evaluation of stability must be based on the same container-closure system in which the drug product is being marketed.,Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(2) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0140,Laboratory animals,"Laboratory animals used for specification testing must remain suitable, identifiable, and supported by use-history records.",Engineering implication: implementation evidence should address laboratory animals.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.173 for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.173,21 CFR § 211.173,2026-08-07,No,Approved for batch 1
PGE-CGMP-0141,Stability testing,"A written stability assessment must consider ingredient compatibility, testing or examination, and relevant product experience.",Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(1) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0142,Reserve samples,Six months after the expiration date of the drug product if the expiration dating period of the drug product is more than 30 days.,Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(ii) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(ii),2026-08-07,No,Approved for batch 1
PGE-CGMP-0143,Reserve samples,Three months after the expiration date of the drug product if the expiration dating period of the drug product is 30 days or less; or,Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(i) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(i),2026-08-07,No,Approved for batch 1
PGE-CGMP-0144,Stability testing,Testing of drug products for reconstitution at the time of dispensing (as directed in the labeling) as well as after they are reconstituted.,Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(5) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(5),2026-08-07,No,Approved for batch 1
PGE-CGMP-0145,Testing and release for distribution,"Operations must provide appropriate laboratory testing, as necessary, of each batch of drug product required to be free of objectionable microorganisms.",Engineering implication: implementation evidence should address testing and release for distribution.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.165(b) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.165,21 CFR § 211.165(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0146,General requirements,"Laboratory controls must use scientifically sound specifications, standards, sampling plans, and test procedures appropriate to the materials and products evaluated.",Engineering implication: implementation evidence should address general requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.160(b) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.160,21 CFR § 211.160(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0147,Reserve samples,Six months after the expiration date of the last lot of the drug product containing the active ingredient if the expiration dating period of the drug product is more than 30 days.,Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(ii) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(ii),2026-08-07,No,Approved for batch 1
PGE-CGMP-0148,General requirements,Determination of conformance to written descriptions of sampling procedures and appropriate specifications for drug products. Such samples must be representative and properly identified.,Engineering implication: implementation evidence should address general requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.160(3) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.160,21 CFR § 211.160(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0149,Reserve samples,"For a drug product other than those described in paragraphs (b) (2) and (3) of this section, the reserve sample must be retained for 1 year after the expiration date of the drug product.",Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(1) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0150,Reserve samples,"For an OTC drug product that is exempt for bearing an expiration date under § 211.137, the reserve sample must be retained for 3 years after the lot or batch of drug product is distributed.",Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(3) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0151,Reserve samples,"Each active-ingredient shipment lot requires an identified, representative reserve sample sized for twice the required specification-testing quantity, excluding sterility and pyrogen tests.",Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(a) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0152,General requirements,Determination of conformance to written specifications and a description of sampling and testing procedures for in-process materials. Such samples must be representative and properly identified.,Engineering implication: implementation evidence should address general requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.160(2) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.160,21 CFR § 211.160(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0153,Testing and release for distribution,Any sampling and testing plans must be described in written procedures that must include the method of sampling and the number of units per batch to be tested; such written procedure must be followed.,Engineering implication: implementation evidence should address testing and release for distribution.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.165(c) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.165,21 CFR § 211.165(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0154,Testing and release for distribution,"The accuracy, sensitivity, specificity, and reproducibility of test methods employed by the firm must be established and documented. Such validation and documentation may be accomplished in accordance with § 211.194(a)(2).",Engineering implication: implementation evidence should address testing and release for distribution.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.165(e) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.165,21 CFR § 211.165(e),2026-08-07,No,Approved for batch 1
PGE-CGMP-0155,Special testing requirements,"For each batch of drug product purporting to be sterile and/or pyrogen-free, there must be appropriate laboratory testing to determine conformance to such requirements. The test procedures must be in writing and must be followed.",Engineering implication: implementation evidence should address special testing requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.167(a) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.167,21 CFR § 211.167(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0156,Reserve samples,"For an active ingredient in an OTC drug product that is exempt from bearing an expiration date under § 211.137, the reserve sample must be retained for 3 years after distribution of the last lot of the drug product containing the active ingredient.",Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(3) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0157,Special testing requirements,"For each batch of controlled-release dosage form, there must be appropriate laboratory testing to determine conformance to the specifications for the rate of release of each active ingredient. The test procedures must be in writing and must be followed.",Engineering implication: implementation evidence should address special testing requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.167(c) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.167,21 CFR § 211.167(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0158,Special testing requirements,"For each batch of ophthalmic ointment, there must be appropriate testing to determine conformance to specifications regarding the presence of foreign particles and harsh or abrasive substances. The test procedures must be in writing and must be followed.",Engineering implication: implementation evidence should address special testing requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.167(b) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.167,21 CFR § 211.167(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0159,Reserve samples,"For an active ingredient in a drug product other than those described in paragraphs (a) (2) and (3) of this section, the reserve sample must be retained for 1 year after the expiration date of the last lot of the drug product containing the active ingredient.",Engineering implication: implementation evidence should address reserve samples.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.170(1) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.170,21 CFR § 211.170(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0160,Stability testing,Operations must provide a written testing program designed to assess the stability characteristics of drug products. The results of such stability testing must be used in determining appropriate storage conditions and expiration dates. The written program must be followed and must include:,Engineering implication: implementation evidence should address stability testing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.166(a) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.166,21 CFR § 211.166(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0161,Testing and release for distribution,"Drug products failing to meet established standards or specifications and any other relevant quality control criteria must be rejected. Reprocessing may be performed. Prior to acceptance and use, reprocessed material must meet appropriate standards, specifications, and any other relevant criteria.",Engineering implication: implementation evidence should address testing and release for distribution.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.165(f) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.165,21 CFR § 211.165(f),2026-08-07,No,Approved for batch 1
PGE-CGMP-0162,Testing and release for distribution,Acceptance criteria for the sampling and testing conducted by the quality control unit must be adequate to assure that batches of drug products meet each appropriate specification and appropriate statistical quality control criteria as a condition for their approval and release. The statistical quality control criteria must include appropriate acceptance levels and/or appropriate rejection levels.,Engineering implication: implementation evidence should address testing and release for distribution.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.165(d) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.165,21 CFR § 211.165(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0163,General requirements,"The calibration of instruments, apparatus, gauges, and recording devices at suitable intervals in accordance with an established written program containing specific directions, schedules, limits for accuracy and precision, and provisions for remedial action in the event accuracy and/or precision limits are not met. Instruments, apparatus, gauges, and recording devices not meeting established specifications must not be used.",Engineering implication: implementation evidence should address general requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.160(4) for the regulated product and operation.,knowledge-center/laboratory.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.160,21 CFR § 211.160(4),2026-08-07,No,Approved for batch 1
PGE-CGMP-0164,"Component, drug product container, closure, and labeling records",These records must include the following:,"Engineering implication: implementation evidence should address component, drug product container, closure, and labeling records.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.184 for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.184,21 CFR § 211.184,2026-08-07,No,Approved for batch 1
PGE-CGMP-0165,Batch production and control records,In-process and laboratory control results;,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(5) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(5),2026-08-07,No,Approved for batch 1
PGE-CGMP-0166,Batch production and control records,Any investigation made according to § 211.192.,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(12) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(12),2026-08-07,No,Approved for batch 1
PGE-CGMP-0167,Master production and control records,Master production and control records must include:,Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(b) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0168,Batch production and control records,Description of drug product containers and closures;,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(9) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(9),2026-08-07,No,Approved for batch 1
PGE-CGMP-0169,Batch production and control records,Identity of individual major equipment and lines used;,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(2) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0170,Master production and control records,A statement concerning any calculated excess of component;,Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(5) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(5),2026-08-07,No,Approved for batch 1
PGE-CGMP-0171,Batch production and control records,Results of examinations made in accordance with § 211.134.,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(13) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(13),2026-08-07,No,Approved for batch 1
PGE-CGMP-0172,Batch production and control records,Inspection of the packaging and labeling area before and after use;,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(6) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(6),2026-08-07,No,Approved for batch 1
PGE-CGMP-0173,Batch production and control records,Weights and measures of components used in the course of processing;,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(4) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(4),2026-08-07,No,Approved for batch 1
PGE-CGMP-0174,Master production and control records,The name and strength of the product and a description of the dosage form;,Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(1) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0175,Batch production and control records,Specific identification of each batch of component or in-process material used;,Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(3) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0176,Master production and control records,A statement of theoretical weight or measure at appropriate phases of processing;,Engineering implication: implementation evidence should address master production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.186(6) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.186,21 CFR § 211.186(6),2026-08-07,No,Approved for batch 1
PGE-CGMP-0177,Laboratory records,"A statement of the weight or measure of sample used for each test, where appropriate.",Engineering implication: implementation evidence should address laboratory records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.194(3) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.194,21 CFR § 211.194(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0178,Batch production and control records,"Complete labeling control records, including specimens or copies of all labeling used;",Engineering implication: implementation evidence should address batch production and control records.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.188(8) for the regulated product and operation.,knowledge-center/records-returns.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.188,21 CFR § 211.188(8),2026-08-07,No,Approved for batch 1
